,event_time,to_account,from_account,price_eth,token_id,permalink
672,2022-01-09T23:59:31,0x0a267cf51ef038fc00e71801f5a524aec06e4f07,0xfc9dd877930e9799beb663523bd31eefe3c99597,0.001,7795,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/7795
673,2022-01-09T23:59:31,0x0a267cf51ef038fc00e71801f5a524aec06e4f07,0xfc9dd877930e9799beb663523bd31eefe3c99597,0.002,2111,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/2111
674,2022-01-09T23:59:31,0x0a267cf51ef038fc00e71801f5a524aec06e4f07,0xfc9dd877930e9799beb663523bd31eefe3c99597,0.0029000000000000002,3511,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/3511
675,2022-01-09T23:59:31,0x0a267cf51ef038fc00e71801f5a524aec06e4f07,0xfc9dd877930e9799beb663523bd31eefe3c99597,0.0029000000000000002,3513,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/3513
676,2022-01-09T23:59:31,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0x6c12974ab983c064f11a3e787d1a539f86ff57d4,0.003,226,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/226
677,2022-01-09T23:59:31,0x0a267cf51ef038fc00e71801f5a524aec06e4f07,0xfc9dd877930e9799beb663523bd31eefe3c99597,0.002,116,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/116
678,2022-01-10T00:00:02,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0xfa4b8314a33afe371ffaf23d02af3e958402e043,0.004,6445,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/6445
679,2022-01-10T00:00:43,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0xf9ecddc981353627842927d1fe1eebc445bbe473,0.005,7121,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/7121
680,2022-01-10T00:00:43,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0x6a61925dcdf27d8b28c11ec76228b4195a978069,0.01,7281,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/7281
681,2022-01-10T00:00:43,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0x270e171dc5a7a0f19cc4c0bc5ad7a0eeb5b8147d,0.005,3034,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/3034
682,2022-01-10T00:02:22,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0x07058f4bdc6bdaee93b49fe30ff11fda646ceca0,0.01,7771,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/7771
683,2022-01-10T00:02:22,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0xc783a2839f18da05309d0a7914d1544238132079,0.00999999,6632,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/6632
684,2022-01-10T00:03:05,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0x6a61925dcdf27d8b28c11ec76228b4195a978069,0.30000000000000004,4619,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/4619
685,2022-01-10T00:03:27,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0x54ddd6cbb3a8eb2b0201034b5379f2c6bc89b8a8,0.30000000000000004,4652,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/4652
686,2022-01-10T00:03:35,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0xd64e10dc8b85f21ea73e09a491d0d6782a476ebf,0.05500000000000001,5014,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/5014
687,2022-01-10T00:05:03,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0x5bdcf8c42516b6c0f839757cefc828deb2a20e29,0.004,2564,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/2564
688,2022-01-10T00:05:08,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0x5aecd4a85293538aa3fd75ce37a0cbaf5d020742,0.003,5612,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/5612
689,2022-01-10T00:05:20,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0xe0cf26296cf333905b2275a438f55a92ed6e6111,0.04,8695,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/8695
690,2022-01-10T00:05:20,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0x2f514c2c290aaadcdf538d3156cd9c76031ad4c0,0.07500000000000001,8491,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/8491
691,2022-01-10T00:05:20,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0xd5258c2b820d43ac77d42db0f71b2907a4d076b8,0.02,2305,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/2305
692,2022-01-10T00:06:33,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0xed66d454f805c73de1aea7bda635d1c8740bb49f,0.08,6407,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/6407
693,2022-01-10T00:06:33,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0xd5258c2b820d43ac77d42db0f71b2907a4d076b8,0.029900000000000003,5847,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/5847
694,2022-01-10T00:06:33,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0xd5258c2b820d43ac77d42db0f71b2907a4d076b8,0.02,7477,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/7477
695,2022-01-10T00:06:56,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0xa072bdc47d1eca166747c825b3512b87d43038dc,0.004,5325,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/5325
696,2022-01-10T00:07:05,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0xdabc0fc8ff02c784871e1122784dd9af15aaf0d7,0.01,4000,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/4000
697,2022-01-10T00:08:22,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0xd5258c2b820d43ac77d42db0f71b2907a4d076b8,0.01,383,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/383
698,2022-01-10T00:08:22,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0xd0322cd77b6223f777b254e7f18fa55d74756b52,0.003,5607,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/5607
699,2022-01-10T00:08:54,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0x6c12974ab983c064f11a3e787d1a539f86ff57d4,0.0099999999,6633,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/6633
700,2022-01-10T00:09:14,0x0a267cf51ef038fc00e71801f5a524aec06e4f07,0x430f3b4d073111e170ebf06644208a57e048d2bc,0.004,5324,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/5324
701,2022-01-10T00:09:14,0x0a267cf51ef038fc00e71801f5a524aec06e4f07,0x430f3b4d073111e170ebf06644208a57e048d2bc,0.004,5322,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/5322
702,2022-01-10T00:09:14,0x0a267cf51ef038fc00e71801f5a524aec06e4f07,0x430f3b4d073111e170ebf06644208a57e048d2bc,0.005,7117,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/7117
703,2022-01-10T00:09:14,0x0a267cf51ef038fc00e71801f5a524aec06e4f07,0x430f3b4d073111e170ebf06644208a57e048d2bc,0.005,7120,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/7120
704,2022-01-10T00:09:14,0x0a267cf51ef038fc00e71801f5a524aec06e4f07,0x430f3b4d073111e170ebf06644208a57e048d2bc,0.004,5326,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/5326
705,2022-01-10T00:09:14,0x0a267cf51ef038fc00e71801f5a524aec06e4f07,0x430f3b4d073111e170ebf06644208a57e048d2bc,0.004,6444,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/6444
706,2022-01-09T21:48:20,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0x7a921f7453b9d8c10d4cd8a6605955ecb82f0936,0.07500000000000001,6788,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/6788
707,2022-01-09T21:48:48,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0x585b2a527f868ff68101476ce02e513522b2cc82,0.07,1881,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/1881
708,2022-01-09T21:49:16,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0x46644c2c9a4a0f2895ae814e1a9c3f3101734ceb,0.07300000000000001,4233,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/4233
709,2022-01-09T21:50:30,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0x501e3e4c5f6ff9c157d85ca5074ca033d048682a,0.07300000000000001,4132,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/4132
710,2022-01-09T21:50:43,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0xb9b6b2e77c4210e376b3c19f815e88c5f49e540d,0.07100000000000001,5020,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/5020
711,2022-01-09T21:53:51,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0x9ca37091d362130eba3de6730e47613e5b00b0b4,0.07400000000000001,7850,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/7850
712,2022-01-09T21:56:10,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0xab020f50404dcf45cdb2ff0fe90d3e67205b7a35,0.07,1883,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/1883
713,2022-01-09T21:59:00,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0x80fd5075abce835cda4895d56cae680b6cb0d4fe,0.07400000000000001,5610,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/5610
714,2022-01-09T22:00:38,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0x77b521ff37a34c9b8618a012fad816abe5941744,0.0699,5007,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/5007
715,2022-01-09T22:02:50,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0x342a48b7695f57ede61696c62d92cc039b61327f,0.069,5949,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/5949
716,2022-01-09T22:04:36,0x0a267cf51ef038fc00e71801f5a524aec06e4f07,0x90d19b28cf33ce01858d3b06fd41211e8152b006,0.069,7613,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/7613
717,2022-01-09T22:04:36,0x0a267cf51ef038fc00e71801f5a524aec06e4f07,0x90d19b28cf33ce01858d3b06fd41211e8152b006,0.0689,2911,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/2911
718,2022-01-09T22:04:36,0x0a267cf51ef038fc00e71801f5a524aec06e4f07,0x90d19b28cf33ce01858d3b06fd41211e8152b006,0.0689,2912,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/2912
719,2022-01-09T22:04:36,0x0a267cf51ef038fc00e71801f5a524aec06e4f07,0x90d19b28cf33ce01858d3b06fd41211e8152b006,0.069,2913,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/2913
720,2022-01-09T22:07:24,0x0a267cf51ef038fc00e71801f5a524aec06e4f07,0x7a01117ce3147ea0029e77e5a5c0363b1a50eeef,0.07,6946,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/6946
721,2022-01-09T22:07:24,0x0a267cf51ef038fc00e71801f5a524aec06e4f07,0x7a01117ce3147ea0029e77e5a5c0363b1a50eeef,0.07,2910,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/2910
722,2022-01-09T22:10:54,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0x1dbb268478fd35e54c4f6b58f57e81f05643052c,0.068,1882,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/1882
723,2022-01-09T22:10:59,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0x1c2881ba73ea78a157441043836b2c27d11067b4,0.068,1884,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/1884
724,2022-01-09T22:13:43,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0x5852965f5cb7e805df5d23db72a47433b53458ae,0.069,4642,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/4642
725,2022-01-09T22:14:24,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0x2dbbe35da55ecb47b1adf9b3d6c6d5a527577cdd,0.0695,8459,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/8459
726,2022-01-09T22:15:15,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0x90d19b28cf33ce01858d3b06fd41211e8152b006,0.0695,3388,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/3388
727,2022-01-09T22:16:26,0x0a267cf51ef038fc00e71801f5a524aec06e4f07,0x521f8b37aa0a815d6b624908b26740dfb8b6cd84,0.0685,2919,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/2919
728,2022-01-09T22:16:26,0x0a267cf51ef038fc00e71801f5a524aec06e4f07,0x521f8b37aa0a815d6b624908b26740dfb8b6cd84,0.0685,2918,https://opensea.io/assets/ethereum/0x3c99f2a4b366d46bcf2277639a135a6d1288eceb/2918
